Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Month
2004-09-27,10.00.00,1.9,992.0,9.1,943.0,325.0,847.0,103.0,1351.0,936.0,22.2,33.6,0.8886,10,9
2004-09-27,11.00.00,1.7,964.0,9.2,947.0,327.0,862.0,123.0,1328.0,907.0,23.7,29.6,0.8537,11,9
2004-09-27,12.00.00,1.6,917.0,8.3,910.0,252.0,886.0,95.0,1275.0,744.0,21.9,30.7,0.7961,12,9
2004-09-27,13.00.00,1.9,937.0,9.1,942.0,226.0,852.0,90.0,1276.0,773.0,22.3,29.5,0.7838,13,9
2004-09-27,14.00.00,1.6,961.0,9.2,949.0,230.0,853.0,99.0,1306.0,812.0,23.8,27.0,0.7845,14,9
2004-09-27,15.00.00,1.8,969.0,9.6,962.0,244.0,829.0,107.0,1316.0,856.0,23.3,28.3,0.8012,15,9
2004-09-27,16.00.00,2.0,1020.0,11.8,1042.0,251.0,788.0,112.0,1401.0,927.0,24.2,27.2,0.8128,16,9
2004-09-27,17.00.00,3.1,1107.0,17.3,1219.0,346.0,683.0,132.0,1582.0,1131.0,25.1,25.8,0.8065,17,9
2004-09-27,18.00.00,3.9,1119.0,17.8,1233.0,407.0,670.0,148.0,1539.0,1270.0,22.3,29.2,0.7773,18,9
2004-09-27,19.00.00,4.3,1173.0,20.9,1322.0,490.0,633.0,158.0,1679.0,1365.0,20.8,32.5,0.7873,19,9
2004-09-27,20.00.00,3.5,1097.0,14.9,1144.0,434.0,702.0,145.0,1517.0,1274.0,19.1,36.8,0.8066,20,9
2004-09-27,21.00.00,2.4,1018.0,11.3,1024.0,345.0,758.0,128.0,1400.0,1169.0,18.1,39.9,0.8232,21,9
2004-09-27,22.00.00,1.5,932.0,8.4,914.0,192.0,837.0,105.0,1298.0,1000.0,17.4,42.8,0.8463,22,9
2004-09-27,23.00.00,1.3,897.0,6.8,849.0,157.0,891.0,90.0,1253.0,910.0,16.7,46.6,0.8793,23,9
2004-09-28,00.00.00,1.0,840.0,4.9,758.0,148.0,994.0,85.0,1189.0,829.0,17.1,46.8,0.9054,0,9
2004-09-28,01.00.00,0.8,802.0,3.5,680.0,105.0,1091.0,73.0,1137.0,756.0,15.3,51.9,0.8982,1,9
2004-09-28,02.00.00,0.5,765.0,2.8,637.0,141.0,1138.0,74.0,1113.0,742.0,15.0,52.8,0.8929,2,9
2004-09-28,03.00.00,0.4,741.0,2.1,595.0,112.43561076604547,1191.0,73.55424430641818,1080.0,686.0,14.4,54.5,0.8887,3,9
2004-09-28,04.00.00,0.5,748.0,2.2,595.0,107.0,1208.0,61.0,1089.0,677.0,12.8,59.8,0.8801,4,9
2004-09-28,05.00.00,0.7,791.0,3.9,704.0,166.0,1057.0,69.0,1154.0,748.0,11.9,62.7,0.8726,5,9
2004-09-28,06.00.00,1.2,875.0,7.3,871.0,241.0,890.0,82.0,1253.0,890.0,12.1,62.6,0.8825,6,9
2004-09-28,07.00.00,2.4,1085.0,15.5,1164.0,368.0,707.0,120.0,1503.0,1155.0,13.5,58.2,0.8944,7,9
2004-09-28,08.00.00,4.3,1268.0,27.1,1482.0,498.0,550.0,135.0,1849.0,1533.0,14.4,55.7,0.9087,8,9
2004-09-28,09.00.00,4.1,1236.0,21.3,1332.0,641.0,601.0,152.0,1683.0,1550.0,17.8,45.7,0.9224,9,9
2004-09-28,10.00.00,3.7,1274.0,19.9,1294.0,667.0,615.0,177.0,1595.0,2236.0,21.0,37.2,0.9155,10,9
2004-09-28,11.00.00,3.4,1250.0,19.4,1280.0,550.0,618.0,181.0,1663.0,2178.0,24.5,29.8,0.9008,11,9
2004-09-28,12.00.00,3.8,1224.0,21.8,1347.0,483.0,602.0,176.0,1670.0,1901.0,26.4,26.4,0.8969,12,9
2004-09-28,13.00.00,4.1,1220.0,21.7,1344.0,524.0,605.0,163.0,1676.0,1743.0,25.2,26.8,0.8451,13,9
2004-09-28,14.00.00,3.4,1166.0,18.9,1265.0,481.0,640.0,174.0,1570.0,1502.0,26.1,24.8,0.8283,14,9
2004-09-28,15.00.00,2.3,1050.0,13.0,1084.0,305.0,748.0,117.0,1402.0,1153.0,26.2,24.4,0.8174,15,9
2004-09-28,16.00.00,3.2,1174.0,18.8,1264.0,396.0,670.0,145.0,1598.0,1287.0,28.9,21.3,0.8382,16,9
2004-09-28,17.00.00,4.8,1323.0,26.8,1474.0,501.0,554.0,173.0,1854.0,1547.0,28.0,23.3,0.8681,17,9
2004-09-28,18.00.00,6.7,1432.0,36.9,1706.0,702.0,488.0,204.0,2098.0,1842.0,24.7,27.9,0.8559,18,9
2004-09-28,19.00.00,7.5,1479.0,39.3,1756.0,755.0,466.0,209.0,2165.0,1908.0,23.0,33.6,0.9302,19,9
2004-09-28,20.00.00,4.5,1309.0,23.1,1379.0,524.0,555.0,175.0,1841.0,1693.0,20.9,45.8,1.1159,20,9
2004-09-28,21.00.00,2.1,1089.0,11.6,1037.0,247.0,707.0,129.0,1480.0,1336.0,19.8,48.6,1.113,21,9
2004-09-28,22.00.00,1.5,1009.0,8.3,911.0,196.0,788.0,111.0,1359.0,1177.0,19.8,47.7,1.0885,22,9
2004-09-28,23.00.00,1.1,930.0,5.7,796.0,135.0,883.0,85.0,1263.0,977.0,18.6,49.1,1.0435,23,9
2004-09-29,00.00.00,1.1,929.0,5.9,805.0,146.0,879.0,86.0,1270.0,974.0,17.2,53.9,1.0498,0,9
2004-09-29,01.00.00,0.9,872.0,4.1,718.0,106.0,981.0,71.0,1223.0,872.0,16.3,56.8,1.047,1,9
2004-09-29,02.00.00,0.5,790.0,2.2,601.0,70.0,1150.0,60.0,1157.0,734.0,17.4,53.4,1.0541,2,9
2004-09-29,03.00.00,0.4,793.0,2.0,581.0,112.43561076604547,1169.0,73.55424430641818,1152.0,668.0,15.5,58.8,1.0309,3,9
2004-09-29,04.00.00,0.5470588235294118,789.0,2.2,596.0,62.0,1145.0,48.0,1161.0,698.0,14.6,62.1,1.0236,4,9
2004-09-29,05.00.00,0.4,769.0,2.0,586.0,60.0,1221.0,45.0,1134.0,650.0,17.1,52.5,1.013,5,9
2004-09-29,06.00.00,0.7,852.0,4.0,713.0,92.0,1029.0,53.0,1203.0,749.0,15.2,58.3,0.9986,6,9
2004-09-29,07.00.00,2.0,1100.0,13.4,1097.0,277.0,739.0,94.0,1516.0,1106.0,14.9,59.2,0.9985,7,9
2004-09-29,08.00.00,4.2,1326.0,28.0,1504.0,600.0,510.0,122.0,1968.0,1609.0,15.1,59.0,1.0086,8,9
2004-09-29,09.00.00,5.2,1433.0,28.6,1518.0,693.0,499.0,170.0,1973.0,1770.0,19.0,47.8,1.0434,9,9
2004-09-29,10.00.00,3.8,1310.0,21.4,1334.0,617.0,573.0,174.0,1747.0,1633.0,22.4,38.8,1.04,10,9
2004-09-29,11.00.00,3.7,1304.0,19.1,1272.0,569.0,593.0,191.0,1673.0,1583.0,25.4,33.3,1.0679,11,9
2004-09-29,12.00.00,3.4,1286.0,19.6,1286.0,409.0,593.0,179.0,1728.0,1449.0,27.2,30.4,1.081,12,9
2004-09-29,13.00.00,3.1,1217.0,15.8,1175.0,335.0,621.0,148.0,1644.0,1451.0,25.5,34.8,1.1152,13,9
2004-09-29,14.00.00,2.4,1104.0,13.5,1099.0,290.0,698.0,129.0,1483.0,1147.0,26.4,28.5,0.9658,14,9
2004-09-29,15.00.00,2.8,1143.0,15.9,1176.0,312.0,677.0,148.0,1551.0,1108.0,27.7,25.1,0.9158,15,9
2004-09-29,16.00.00,3.6,1205.0,19.9,1295.0,440.0,626.0,184.0,1613.0,1267.0,28.6,23.2,0.8917,16,9
2004-09-29,17.00.00,4.0,1276.0,21.6,1340.0,450.0,597.0,188.0,1677.0,1303.0,27.2,26.3,0.9317,17,9
2004-09-29,18.00.00,5.6,1440.0,31.0,1573.0,578.0,491.0,204.0,1997.0,1643.0,25.3,33.0,1.0473,18,9
2004-09-29,19.00.00,6.3,1467.0,34.1,1643.0,615.0,467.0,201.0,2088.0,1749.0,23.2,36.9,1.0346,19,9
2004-09-29,20.00.00,4.7,1339.0,22.8,1373.0,536.0,541.0,165.0,1797.0,1585.0,21.6,43.3,1.1019,20,9
2004-09-29,21.00.00,1.9,1108.0,12.3,1061.0,238.0,685.0,133.0,1454.0,1315.0,21.1,44.8,1.1088,21,9
2004-09-29,22.00.00,1.9,1116.0,10.9,1012.0,249.0,699.0,125.0,1445.0,1290.0,19.7,49.3,1.1148,22,9
2004-09-29,23.00.00,1.2,981.0,7.1,860.0,150.0,812.0,101.0,1298.0,1059.0,20.3,47.8,1.1281,23,9
2004-09-30,00.00.00,0.9,947.0,5.7,798.0,108.0,869.0,79.0,1276.0,943.0,19.4,50.3,1.1201,0,9
2004-09-30,01.00.00,1.1782608695652175,939.0,5.3,776.0,123.94736842105263,879.0,70.47368421052632,1259.0,913.0,18.3,53.1,1.1056,1,9
2004-09-30,02.00.00,0.75,862.0,2.9,644.0,85.0,1030.0,58.388888888888886,1173.0,720.0,17.5,56.1,1.1103,2,9
2004-09-30,03.00.00,0.6000000000000001,827.0,1.9,577.0,112.43561076604547,1138.0,73.55424430641818,1143.0,640.0,19.2,50.3,1.1087,3,9
2004-09-30,04.00.00,0.5470588235294118,879.0,2.4,611.0,70.05555555555556,1036.0,48.5,1189.0,779.0,16.6,59.6,1.117,4,9
2004-09-30,05.00.00,0.6045454545454546,911.0,4.0,710.0,102.83333333333333,932.0,53.333333333333336,1226.0,850.0,17.5,57.1,1.1311,5,9
2004-09-30,06.00.00,0.9454545454545454,1051.0,8.1,901.0,164.1578947368421,778.0,64.57894736842105,1379.0,1020.0,17.6,57.6,1.1471,6,9
2004-09-30,07.00.00,2.6681818181818184,1496.0,24.8,1425.0,388.05263157894734,520.0,91.57894736842105,1946.0,1605.0,18.0,57.0,1.1665,7,9
2004-09-30,08.00.00,3.3285714285714283,1610.0,36.3,1692.0,428.44444444444446,436.0,102.88888888888889,2197.0,1866.0,18.5,55.9,1.1779,8,9
2004-09-30,10.00.00,2.4318181818181817,1459.0,22.2,1356.0,392.7894736842105,525.0,125.05263157894737,1795.0,1712.0,20.2,53.0,1.2407,10,9
2004-09-30,11.00.00,2.245454545454546,1486.0,23.5,1390.0,331.3157894736842,504.0,127.47368421052632,1835.0,1770.0,21.3,50.1,1.2539,11,9
2004-09-30,12.00.00,1.7,1158.0,10.8,1008.0,280.8333333333333,695.0,119.33333333333333,1489.0,1175.0,24.6,42.8,1.3053,12,9
2004-09-30,13.00.00,1.7,1200.0,11.2,1021.0,223.0,678.0,101.0,1510.0,1157.0,24.6,44.1,1.3477,13,9
2004-09-30,14.00.00,2.2,1290.0,15.1,1151.0,267.0,613.0,113.0,1638.0,1219.0,25.6,43.4,1.4049,14,9
2004-09-30,15.00.00,2.8,1366.0,17.4,1223.0,308.0,578.0,121.0,1744.0,1288.0,26.1,42.6,1.4172,15,9
2004-09-30,16.00.00,3.9,1505.0,23.4,1388.0,422.0,516.0,146.0,1978.0,1503.0,25.8,44.8,1.4644,16,9
2004-09-30,17.00.00,6.5,1728.0,35.9,1683.0,623.0,419.0,188.0,2365.0,1861.0,25.4,47.9,1.5346,17,9
2004-09-30,18.00.00,6.3,1673.0,34.0,1643.0,572.0,436.0,182.0,2259.0,1781.0,24.6,50.0,1.5241,18,9
2004-09-30,19.00.00,5.7,1636.0,30.1,1553.0,514.0,449.0,166.0,2130.0,1745.0,23.6,54.4,1.5687,19,9
2004-09-30,20.00.00,4.4,1468.0,20.0,1296.0,414.0,529.0,142.0,1854.0,1590.0,22.6,59.5,1.6155,20,9
2004-09-30,21.00.00,1.6,1180.0,10.5,997.0,143.0,677.0,84.0,1549.0,1127.0,22.1,61.3,1.6133,21,9
2004-09-30,22.00.00,1.5,1138.0,9.0,938.0,147.0,700.0,87.0,1500.0,1098.0,22.1,61.3,1.6053,22,9
2004-09-30,23.00.00,1.7,1192.0,10.7,1004.0,159.0,665.0,91.0,1577.0,1176.0,21.1,64.7,1.5956,23,9
2004-10-01,00.00.00,1.9,1176.0,10.4,993.0,206.0,659.0,91.0,1572.0,1178.0,20.3,66.4,1.5591,0,10
2004-10-01,01.00.00,1.6,1137.0,9.7,967.0,140.0,687.0,74.0,1557.0,1091.0,19.4,69.3,1.5418,1,10
2004-10-01,02.00.00,1.3,1035.0,6.9,851.0,132.0,764.0,69.0,1465.0,1002.0,19.0,70.8,1.5417,2,10
2004-10-01,03.00.00,0.8,943.0,4.0,709.0,112.43561076604547,893.0,73.55424430641818,1348.0,876.0,20.2,65.8,1.5442,3,10
2004-10-01,04.00.00,0.6,904.0,3.0,655.0,81.0,968.0,54.0,1326.0,824.0,19.8,67.2,1.5322,4,10
2004-10-01,05.00.00,0.7,966.0,4.3,726.0,120.0,872.0,60.0,1371.0,892.0,19.0,70.3,1.5308,5,10
2004-10-01,06.00.00,1.6,1124.0,9.8,972.0,279.0,674.0,69.0,1568.0,1092.0,18.8,71.8,1.5372,6,10
2004-10-01,07.00.00,2.9,1348.0,17.2,1217.0,392.0,559.0,91.0,1816.0,1413.0,20.2,66.3,1.555,7,10
2004-10-01,08.00.00,4.1,1499.0,27.9,1501.0,433.0,469.0,97.0,2130.0,1565.0,20.8,64.3,1.5630000000000002,8,10
2004-10-01,09.00.00,3.7,1427.0,20.5,1311.0,531.0,503.0,114.0,1900.0,1594.0,22.3,59.3,1.5705,9,10
2004-10-01,10.00.00,3.6,1473.0,21.2,1330.0,619.0,497.0,129.0,1908.0,1677.0,23.2,56.6,1.5929,10,10
2004-10-01,11.00.00,3.4,1440.0,19.9,1294.0,522.0,506.0,137.0,1879.0,1616.0,23.8,54.7,1.587,11,10
2004-10-01,12.00.00,3.7,1474.0,21.1,1326.0,505.0,485.0,134.0,1943.0,1610.0,23.5,56.2,1.6048,12,10
2004-10-01,13.00.00,4.1,1485.0,22.3,1359.0,465.0,477.0,132.0,2005.0,1614.0,23.9,54.4,1.5963,13,10
2004-10-01,15.00.00,2.4,1306.0,12.9,1079.0,278.0,603.0,105.0,1668.0,1286.0,25.4,47.4,1.517,15,10
2004-10-01,16.00.00,3.4,1464.0,18.4,1251.0,372.0,530.0,136.0,1853.0,1487.0,26.4,45.4,1.54,16,10
2004-10-01,17.00.00,5.6,1629.0,26.5,1466.0,540.0,458.0,169.0,2130.0,1703.0,25.8,46.9,1.5375,17,10
2004-10-01,18.00.00,5.247058823529411,1629.0,29.4,1536.0,530.7058823529412,435.0,124.52941176470588,2205.0,1773.0,25.3,49.6,1.5805,18,10
2004-10-01,19.00.00,4.847058823529412,1707.0,33.7,1637.0,495.0,411.0,115.88235294117646,2338.0,1848.0,24.2,54.3,1.6117,19,10
2004-10-01,20.00.00,3.9823529411764707,1424.0,19.9,1293.0,446.05882352941177,524.0,105.17647058823529,1902.0,1550.0,22.8,58.1,1.5951,20,10
2004-10-01,21.00.00,2.4705882352941173,1297.0,13.5,1100.0,299.70588235294116,598.0,87.76470588235294,1710.0,1350.0,21.5,63.2,1.5993,21,10
2004-10-01,22.00.00,2.058823529411765,1214.0,11.2,1022.0,242.11764705882354,645.0,76.17647058823529,1592.0,1235.0,21.3,63.0,1.5798,22,10
2004-10-01,23.00.00,2.1352941176470592,1160.0,9.1,944.0,240.88235294117646,686.0,75.88235294117646,1523.0,1162.0,20.8,64.1,1.554,23,10
2004-10-02,00.00.00,2.041176470588235,1232.0,10.9,1012.0,235.1764705882353,642.0,76.70588235294117,1595.0,1211.0,20.6,64.0,1.5346,0,10
2004-10-02,01.00.00,1.5058823529411764,1134.0,8.4,914.0,165.64705882352942,699.0,64.3529411764706,1512.0,1097.0,20.6,63.4,1.5190000000000001,1,10
2004-10-02,02.00.00,1.111764705882353,1071.0,7.1,860.0,125.88235294117646,742.0,55.23529411764706,1500.0,1021.0,20.4,64.4,1.5219999999999998,2,10
2004-10-02,03.00.00,0.8823529411764705,968.0,4.3,730.0,112.43561076604547,858.0,73.55424430641818,1388.0,913.0,21.3,61.0,1.5290000000000001,3,10
2004-10-02,04.00.00,0.6399999999999999,994.0,4.0,711.0,95.23529411764706,867.0,46.470588235294116,1384.0,909.0,20.5,64.0,1.5247,4,10
2004-10-02,05.00.00,0.8647058823529412,1046.0,5.8,804.0,138.0,774.0,51.0,1458.0,983.0,20.3,65.3,1.5321,5,10
2004-10-02,06.00.00,1.2823529411764705,1066.0,6.3,827.0,220.58823529411765,751.0,60.705882352941174,1479.0,1024.0,20.1,65.9,1.5321,6,10
2004-10-02,07.00.00,2.7294117647058824,1277.0,12.3,1061.0,393.29411764705884,612.0,77.11764705882354,1691.0,1243.0,20.2,65.6,1.5368,7,10
2004-10-02,08.00.00,3.3352941176470585,1290.0,13.3,1093.0,440.88235294117646,592.0,84.76470588235294,1677.0,1253.0,21.1,62.8,1.5481,8,10
2004-10-02,09.00.00,2.9470588235294115,1268.0,12.5,1066.0,430.4117647058824,608.0,91.52941176470588,1665.0,1240.0,22.5,57.5,1.5518,9,10
2004-10-02,10.00.00,2.8058823529411767,1243.0,10.5,997.0,432.05882352941177,648.0,98.52941176470588,1587.0,1155.0,24.2,51.9,1.5426,10,10
2004-10-02,11.00.00,2.68125,1300.0,12.1,1053.0,400.0,614.0,101.875,1650.0,1193.0,25.2,48.9,1.5437,11,10
2004-10-02,12.00.00,3.0625,1278.0,12.1,1053.0,404.1875,630.0,107.0,1641.0,1153.0,25.8,47.8,1.5662,12,10
2004-10-02,13.00.00,3.2,1249.0,11.2,1023.0,382.6666666666667,639.0,106.66666666666667,1640.0,1034.0,25.7,49.2,1.5988,13,10
2004-10-02,14.00.00,2.96875,1145.0,7.2,867.0,376.5625,739.0,108.0625,1499.0,870.0,25.8,49.6,1.6213,14,10
2004-10-02,15.00.00,3.15625,1199.0,8.7,928.0,388.9375,704.0,110.3125,1533.0,890.0,25.7,48.8,1.5913,15,10
2004-10-02,16.00.00,3.411111111111111,1236.0,9.6,962.0,410.55555555555554,690.0,114.88888888888889,1589.0,946.0,26.5,45.9,1.5626,16,10
2004-10-02,17.00.00,4.494444444444444,1289.0,11.6,1037.0,484.77777777777777,638.0,126.55555555555556,1648.0,1033.0,25.4,48.9,1.565,17,10
2004-10-02,18.00.00,5.247058823529411,1299.0,12.7,1072.0,530.7058823529412,617.0,124.52941176470588,1688.0,1107.0,24.4,52.5,1.5830000000000002,18,10
2004-10-02,19.00.00,4.847058823529412,1506.0,20.7,1315.0,495.0,512.0,115.88235294117646,1954.0,1395.0,23.9,54.6,1.5936,19,10
2004-10-02,20.00.00,3.9823529411764707,1432.0,17.8,1234.0,446.05882352941177,553.0,105.17647058823529,1849.0,1342.0,22.9,57.9,1.5958,20,10
2004-10-02,21.00.00,2.4705882352941173,1193.0,11.2,1021.0,299.70588235294116,666.0,87.76470588235294,1633.0,1152.0,22.1,61.1,1.6012,21,10
2004-10-02,22.00.00,2.058823529411765,1188.0,10.8,1007.0,242.11764705882354,668.0,76.17647058823529,1577.0,1128.0,20.8,65.6,1.5898,22,10
2004-10-02,23.00.00,2.1352941176470592,1162.0,9.4,953.0,240.88235294117646,691.0,75.88235294117646,1526.0,1104.0,21.7,60.8,1.5630000000000002,23,10
2004-10-03,00.00.00,2.041176470588235,1106.0,8.5,921.0,235.1764705882353,720.0,76.70588235294117,1506.0,1055.0,21.1,62.8,1.5505,0,10
2004-10-03,01.00.00,1.5058823529411764,1037.0,6.5,836.0,165.64705882352942,788.0,64.3529411764706,1467.0,904.0,20.7,63.2,1.524,1,10
2004-10-03,02.00.00,1.111764705882353,982.0,5.1,768.0,125.88235294117646,850.0,55.23529411764706,1416.0,835.0,21.2,61.5,1.5241,2,10
2004-10-03,03.00.00,0.8823529411764705,944.0,4.5,740.0,112.43561076604547,881.0,73.55424430641818,1412.0,781.0,20.3,64.6,1.518,3,10
2004-10-03,04.00.00,0.6399999999999999,929.0,3.9,703.0,95.23529411764706,908.0,46.470588235294116,1391.0,761.0,20.2,64.4,1.5035,4,10
2004-10-03,05.00.00,0.8647058823529412,906.0,3.3,672.0,138.0,948.0,51.0,1377.0,742.0,20.1,65.3,1.5153,5,10
2004-10-03,06.00.00,1.2823529411764705,907.0,3.2,665.0,220.58823529411765,972.0,60.705882352941174,1370.0,779.0,19.9,66.0,1.5141,6,10
2004-10-03,07.00.00,2.7294117647058824,1013.0,5.4,781.0,393.29411764705884,829.0,77.11764705882354,1469.0,894.0,19.8,66.4,1.5145,7,10
2004-10-03,08.00.00,3.3352941176470585,1055.0,5.6,795.0,440.88235294117646,800.0,84.76470588235294,1476.0,927.0,20.4,64.1,1.5178,8,10
2004-10-03,09.00.00,2.9470588235294115,1138.0,7.5,880.0,430.4117647058824,727.0,91.52941176470588,1538.0,1034.0,21.6,60.8,1.5496,9,10
2004-10-03,10.00.00,2.8058823529411767,1250.0,10.7,1003.0,432.05882352941177,647.0,98.52941176470588,1638.0,1217.0,23.5,54.5,1.5553,10,10
2004-10-03,11.00.00,2.68125,1165.0,8.4,916.0,400.0,711.0,101.875,1517.0,1093.0,25.7,46.6,1.5105,11,10
2004-10-03,12.00.00,3.0625,1229.0,11.3,1025.0,404.1875,663.0,107.0,1588.0,1073.0,26.6,43.7,1.5031,12,10
2004-10-03,13.00.00,3.2,1168.0,8.3,911.0,382.6666666666667,715.0,106.66666666666667,1517.0,969.0,27.4,41.8,1.5056,13,10
2004-10-03,14.00.00,2.96875,1092.0,6.0,814.0,376.5625,794.0,108.0625,1446.0,777.0,27.4,42.8,1.5344,14,10
2004-10-03,15.00.00,3.15625,1109.0,6.7,843.0,388.9375,769.0,110.3125,1458.0,743.0,27.1,43.3,1.5255,15,10
2004-10-03,16.00.00,3.411111111111111,1133.0,6.2,823.0,410.55555555555554,775.0,114.88888888888889,1449.0,777.0,26.9,44.4,1.551,16,10
2004-10-03,17.00.00,4.494444444444444,1192.0,7.7,887.0,484.77777777777777,716.0,126.55555555555556,1488.0,819.0,26.9,44.4,1.5538,17,10
2004-10-03,18.00.00,5.247058823529411,1298.0,11.0,1015.0,530.7058823529412,647.0,124.52941176470588,1619.0,1056.0,24.7,51.9,1.5868,18,10
2004-10-03,19.00.00,4.847058823529412,1524.0,20.8,1320.0,495.0,514.0,115.88235294117646,1925.0,1481.0,23.7,55.6,1.6074,19,10
2004-10-03,20.00.00,3.9823529411764707,1540.0,21.4,1336.0,446.05882352941177,498.0,105.17647058823529,1929.0,1590.0,22.7,59.6,1.6261,20,10
2004-10-03,21.00.00,2.4705882352941173,1190.0,10.4,992.0,299.70588235294116,654.0,87.76470588235294,1587.0,1211.0,21.9,61.4,1.5946,21,10
2004-10-03,22.00.00,2.058823529411765,1092.0,8.3,911.0,242.11764705882354,735.0,76.17647058823529,1506.0,1052.0,22.0,59.8,1.5619999999999998,22,10
2004-10-03,23.00.00,2.1352941176470592,1079.0,7.8,890.0,240.88235294117646,745.0,75.88235294117646,1522.0,1000.0,20.5,64.9,1.5473,23,10
2004-10-04,00.00.00,2.041176470588235,995.0,5.5,789.0,235.1764705882353,828.0,76.70588235294117,1432.0,874.0,19.8,66.9,1.5277,0,10
2004-10-04,01.00.00,1.5058823529411764,960.0,5.2,772.0,165.64705882352942,838.0,64.3529411764706,1431.0,852.0,18.4,71.6,1.4997,1,10
2004-10-04,02.00.00,1.111764705882353,890.0,3.2,666.0,125.88235294117646,969.0,55.23529411764706,1323.0,728.0,18.9,68.6,1.4818,2,10
2004-10-04,03.00.00,0.8823529411764705,860.0,2.7,632.0,112.43561076604547,1037.0,73.55424430641818,1322.0,713.0,17.8,72.3,1.4546,3,10
2004-10-04,04.00.00,0.6399999999999999,860.0,3.0,652.0,95.23529411764706,997.0,46.470588235294116,1326.0,734.0,17.1,73.9,1.4262,4,10
2004-10-04,05.00.00,0.8647058823529412,883.0,4.0,713.0,138.0,937.0,51.0,1351.0,777.0,17.7,70.3,1.4088,5,10
2004-10-04,06.00.00,1.2823529411764705,929.0,5.6,795.0,220.58823529411765,858.0,60.705882352941174,1373.0,815.0,17.1,71.8,1.3936,6,10
2004-10-04,07.00.00,2.7294117647058824,1100.0,11.1,1018.0,393.29411764705884,706.0,77.11764705882354,1573.0,1002.0,18.3,67.5,1.4044,7,10
2004-10-04,08.00.00,3.3352941176470585,1257.0,20.1,1299.0,440.88235294117646,550.0,84.76470588235294,1864.0,1302.0,18.5,67.0,1.4135,8,10
2004-10-04,09.00.00,2.9470588235294115,1402.0,23.6,1393.0,430.4117647058824,505.0,91.52941176470588,1967.0,1542.0,19.9,61.7,1.4193,9,10
2004-10-04,10.00.00,2.8058823529411767,1376.0,21.0,1324.0,432.05882352941177,527.0,98.52941176470588,1886.0,1571.0,22.9,52.6,1.4519,10,10
2004-10-04,11.00.00,2.68125,1374.0,21.8,1346.0,400.0,519.0,101.875,1910.0,1614.0,24.2,49.0,1.4586,11,10
2004-10-04,12.00.00,3.0625,1381.0,22.1,1355.0,404.1875,516.0,107.0,1931.0,1583.0,25.8,44.7,1.459,12,10
2004-10-04,13.00.00,3.2,1282.0,18.2,1247.0,382.6666666666667,561.0,106.66666666666667,1829.0,1285.0,26.0,44.5,1.4731,13,10
2004-10-04,14.00.00,2.96875,1188.0,14.2,1124.0,376.5625,625.0,108.0625,1655.0,1094.0,27.1,40.2,1.4217,14,10
2004-10-04,15.00.00,3.15625,1227.0,14.9,1147.0,388.9375,612.0,110.3125,1707.0,1113.0,27.4,39.8,1.4318,15,10
2004-10-04,16.00.00,3.411111111111111,1364.0,21.1,1328.0,410.55555555555554,528.0,114.88888888888889,1898.0,1395.0,28.9,36.3,1.4291,16,10
2004-10-04,17.00.00,4.494444444444444,1531.0,30.3,1558.0,484.77777777777777,451.0,126.55555555555556,2181.0,1620.0,28.4,37.5,1.4251,17,10
2004-10-04,18.00.00,5.247058823529411,1694.0,41.6,1805.0,530.7058823529412,391.0,124.52941176470588,2523.0,1882.0,26.0,43.9,1.4562,18,10
2004-10-04,19.00.00,4.847058823529412,1723.0,44.7,1866.0,495.0,378.0,115.88235294117646,2612.0,2006.0,24.3,49.6,1.486,19,10
2004-10-04,20.00.00,3.9823529411764707,1356.0,21.3,1331.0,446.05882352941177,520.0,105.17647058823529,1925.0,1643.0,23.3,53.0,1.4939,20,10
2004-10-04,21.00.00,2.4705882352941173,1084.0,10.0,979.0,299.70588235294116,699.0,87.76470588235294,1539.0,1239.0,22.6,55.1,1.4899,21,10
2004-10-04,22.00.00,2.058823529411765,1039.0,8.9,936.0,242.11764705882354,731.0,76.17647058823529,1499.0,1121.0,21.2,59.3,1.4787,22,10
2004-10-04,23.00.00,2.1352941176470592,1011.0,7.4,875.0,240.88235294117646,787.0,75.88235294117646,1446.0,1012.0,20.6,60.9,1.4642,23,10
2004-10-05,00.00.00,2.041176470588235,968.0,6.4,831.0,235.1764705882353,810.0,76.70588235294117,1425.0,961.0,20.0,63.1,1.4592,0,10
2004-10-05,01.00.00,1.5058823529411764,867.0,3.7,693.0,165.64705882352942,971.0,64.3529411764706,1335.0,825.0,19.7,63.4,1.4383,1,10
2004-10-05,02.00.00,1.111764705882353,820.0,2.5,620.0,125.88235294117646,1081.0,55.23529411764706,1270.0,703.0,20.8,58.8,1.4305,2,10
2004-10-05,03.00.00,0.8823529411764705,826.0,2.7,631.0,112.43561076604547,1072.0,73.55424430641818,1280.0,752.0,17.8,69.8,1.4058,3,10
2004-10-05,04.00.00,0.6399999999999999,835.0,2.5,620.0,95.23529411764706,1053.0,46.470588235294116,1260.0,741.0,18.8,65.3,1.4023,4,10
2004-10-05,05.00.00,0.8647058823529412,887.0,4.1,717.0,138.0,955.0,51.0,1334.0,786.0,17.6,69.5,1.3889,5,10
